#Standard Solar Model AGSS09 
#
#Serenelli et al. 2009 - arxiv:0909.2668
#
#Columns in the Standard Model table (below) represent:
#
#1)  Mass fraction in units of the solar mass
#2)  Radius of the zone in units of one solar radius
#3)  Temperature in units of deg (K)
#4)  Density in units of g/cm^3
#5)  Pressure in units of dyn/cm^2
#6)  Luminosity fraction in units of the solar luminosity
#7-35) Mass fractions of hydrogen, He4, He3, etc.
#
#(t1,f9.7,tr2,f7.5,tr2,3(e9.3,tr2),3(f7.5,tr2),27(e9.3,tr1))
# 
# Lsun= 3.8418E+33
# Rsun= 6.9598E+10
#
#The Table begins here.
#
#
#  Mass     Radius     Temp      Rho       Pres       Lumi      H1       He4      He3       C12       C13       N14        N15      O16       O17       O18        Ne        Na       Mg         Al        Si         P       S         Cl        Ar        K         Ca        Sc         Ti        V         Cr        Mn        Fe        Co        Ni
0.0000004  0.00000  1.549e+07  1.505e+02  2.334e+17  0.00000  0.36209  0.62194  8.620e-06 7.831e-06 1.780e-06 4.054e-03 3.179e-06 6.396e-03 4.078e-04 1.926e-05 1.498e-03 3.643e-05 7.009e-04 6.180e-05 7.734e-04 7.095e-06 3.855e-04 5.124e-06 7.760e-05 4.000e-06 6.650e-05 4.293e-08 3.311e-06 3.954e-07 1.932e-05 1.412e-05 1.339e-03 3.718e-06 7.916e-05
0.0000004  0.00150  1.549e+07  1.505e+02  2.334e+17  0.00000  0.36209  0.62194  8.620e-06 7.831e-06 1.780e-06 4.054e-03 3.179e-06 6.396e-03 4.078e-04 1.926e-05 1.498e-03 3.643e-05 7.009e-04 6.180e-05 7.734e-04 7.095e-06 3.855e-04 5.124e-06 7.760e-05 4.000e-06 6.650e-05 4.293e-08 3.311e-06 3.954e-07 1.932e-05 1.412e-05 1.339e-03 3.718e-06 7.916e-05 
0.0000009  0.00200  1.549e+07  1.505e+02  2.333e+17  0.00001  0.36213  0.62189  8.624e-06 7.833e-06 1.781e-06 4.056e-03 3.181e-06 6.399e-03 4.076e-04 1.927e-05 1.498e-03 3.646e-05 7.014e-04 6.185e-05 7.740e-04 7.100e-06 3.858e-04 5.128e-06 7.766e-05 4.003e-06 6.656e-05 4.296e-08 3.314e-06 3.957e-07 1.933e-05 1.413e-05 1.340e-03 3.721e-06 7.923e-05 
0.0000017  0.00250  1.549e+07  1.505e+02  2.333e+17  0.00001  0.36219  0.62183  8.629e-06 7.834e-06 1.781e-06 4.057e-03 3.181e-06 6.401e-03 4.073e-04 1.927e-05 1.499e-03 3.647e-05 7.017e-04 6.187e-05 7.743e-04 7.103e-06 3.859e-04 5.130e-06 7.769e-05 4.005e-06 6.658e-05 4.298e-08 3.315e-06 3.958e-07 1.934e-05 1.414e-05 1.341e-03 3.722e-06 7.925e-05 
0.0000029  0.00300  1.549e+07  1.504e+02  2.333e+17  0.00002  0.36226  0.62175  8.635e-06 7.835e-06 1.781e-06 4.057e-03 3.182e-06 6.403e-03 4.068e-04 1.927e-05 1.499e-03 3.648e-05 7.018e-04 6.189e-05 7.745e-04 7.104e-06 3.860e-04 5.131e-06 7.770e-05 4.006e-06 6.659e-05 4.298e-08 3.316e-06 3.959e-07 1.934e-05 1.414e-05 1.341e-03 3.723e-06 7.927e-05 
0.0000046  0.00350  1.549e+07  1.504e+02  2.332e+17  0.00004  0.36236  0.62165  8.643e-06 7.834e-06 1.781e-06 4.057e-03 3.182e-06 6.404e-03 4.063e-04 1.928e-05 1.499e-03 3.648e-05 7.019e-04 6.189e-05 7.745e-04 7.105e-06 3.860e-04 5.131e-06 7.771e-05 4.006e-06 6.660e-05 4.299e-08 3.316e-06 3.959e-07 1.934e-05 1.414e-05 1.341e-03 3.723e-06 7.928e-05 
0.0000068  0.00400  1.549e+07  1.503e+02  2.332e+17  0.00006  0.36247  0.62154  8.651e-06 7.834e-06 1.781e-06 4.058e-03 3.182e-06 6.405e-03 4.057e-04 1.928e-05 1.500e-03 3.648e-05 7.019e-04 6.189e-05 7.746e-04 7.105e-06 3.860e-04 5.131e-06 7.771e-05 4.006e-06 6.660e-05 4.299e-08 3.316e-06 3.960e-07 1.934e-05 1.414e-05 1.341e-03 3.723e-06 7.928e-05 
0.0000097  0.00450  1.548e+07  1.503e+02  2.331e+17  0.00008  0.36259  0.62142  8.661e-06 7.833e-06 1.780e-06 4.058e-03 3.182e-06 6.406e-03 4.049e-04 1.928e-05 1.500e-03 3.649e-05 7.019e-04 6.189e-05 7.746e-04 7.105e-06 3.860e-04 5.131e-06 7.771e-05 4.006e-06 6.660e-05 4.299e-08 3.316e-06 3.960e-07 1.934e-05 1.414e-05 1.341e-03 3.723e-06 7.928e-05 
0.0000133  0.00500  1.548e+07  1.502e+02  2.330e+17  0.00011  0.36273  0.62128  8.672e-06 7.831e-06 1.780e-06 4.058e-03 3.182e-06 6.407e-03 4.041e-04 1.928e-05 1.500e-03 3.649e-05 7.019e-04 6.189e-05 7.746e-04 7.105e-06 3.860e-04 5.131e-06 7.771e-05 4.006e-06 6.660e-05 4.299e-08 3.316e-06 3.960e-07 1.934e-05 1.414e-05 1.341e-03 3.723e-06 7.928e-05 
0.0000178  0.00550  1.548e+07  1.502e+02  2.329e+17  0.00015  0.36288  0.62113  8.684e-06 7.830e-06 1.780e-06 4.058e-03 3.182e-06 6.408e-03 4.032e-04 1.928e-05 1.500e-03 3.649e-05 7.019e-04 6.189e-05 7.746e-04 7.105e-06 3.860e-04 5.131e-06 7.771e-05 4.006e-06 6.660e-05 4.299e-08 3.316e-06 3.960e-07 1.934e-05 1.414e-05 1.341e-03 3.723e-06 7.928e-05 
